start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,hour,timeFormat,rat_arrival_number,rat_minutes,bat_landing_number,time,food_availability,predicted_food_availability,actual_hours_after_sunset
10/05/2018 4:44,3.0,rat,2018-05-10 04:43:00,2018-05-10 04:48:00,29,1,0,5,2018-05-09 19:26:00,9.301111111,1,4,2018-05-10 04:44:00,2,5.55,14,10/05/2018 4:26,2.359375,1.6624577689600002,9.2930556
10/05/2018 4:44,44.0,rat_and_pick,2018-05-10 04:43:00,2018-05-10 04:48:00,66,1,1,5,2018-05-09 19:26:00,9.311388889,1,4,2018-05-10 04:44:00,2,5.55,14,10/05/2018 4:26,2.359375,1.6624577689600002,9.2930556
10/05/2018 22:09,4.0,fast,2018-05-10 22:08:00,2018-05-10 22:13:00,15,0,1,5,2018-05-10 19:27:00,2.702222222,1,22,2018-05-10 22:09:00,1,4.383333333,36,10/05/2018 21:57,3.0,2.9709057689600002,2.6980556
10/05/2018 22:10,1.0,fast,2018-05-10 22:08:00,2018-05-10 22:13:00,105,0,1,5,2018-05-10 19:27:00,2.727222222,1,22,2018-05-10 22:10:00,1,4.383333333,36,10/05/2018 21:57,3.0,2.9709057689600002,2.6980556
10/05/2018 22:12,24.0,rat,2018-05-10 22:08:00,2018-05-10 22:13:00,228,1,0,5,2018-05-10 19:27:00,2.761388889,1,22,2018-05-10 22:12:00,1,4.383333333,36,10/05/2018 21:57,3.0,2.9709057689600002,2.6980556
10/05/2018 22:12,7.0,rat,2018-05-10 22:08:00,2018-05-10 22:13:00,218,1,0,5,2018-05-10 19:27:00,2.758611111,1,22,2018-05-10 22:12:00,1,4.383333333,36,10/05/2018 21:57,3.0,2.9709057689600002,2.6980556
10/05/2018 23:57,22.0,rat,2018-05-10 23:55:00,2018-05-11 00:02:00,87,1,0,5,2018-05-10 19:27:00,4.505833333,1,23,2018-05-10 23:57:00,1,1.1,26,10/05/2018 23:27,3.0,2.6170373267200002,4.4816667
11/05/2018 2:12,10.0,,2018-05-11 02:10:00,2018-05-11 02:12:00,91,0,0,5,2018-05-10 19:27:00,6.753888889,1,2,2018-05-11 02:12:00,2,4.716666667,29,11/05/2018 1:57,2.819243604,2.1712435577600004,6.7286111
11/05/2018 2:45,2.0,rat,2018-05-11 02:35:00,2018-05-11 02:47:00,627,1,0,5,2018-05-10 19:27:00,7.314722222,1,2,2018-05-11 02:45:00,2,25.1,12,11/05/2018 2:27,2.310344828,2.0895137689600003,7.1405556
11/05/2018 2:46,21.0,pick_and_rat,2018-05-11 02:35:00,2018-05-11 02:47:00,670,1,1,5,2018-05-10 19:27:00,7.326666667,1,2,2018-05-11 02:46:00,2,25.1,12,11/05/2018 2:27,2.310344828,2.0895137689600003,7.1405556
11/05/2018 2:47,8.0,pick_and_rat,2018-05-11 02:35:00,2018-05-11 02:47:00,705,1,1,5,2018-05-10 19:27:00,7.336388889,1,2,2018-05-11 02:47:00,2,25.1,12,11/05/2018 2:27,2.310344828,2.0895137689600003,7.1405556
11/05/2018 4:30,8.0,rat,2018-05-11 04:25:00,2018-05-11 04:36:00,331,1,0,5,2018-05-10 19:27:00,9.059444444,1,4,2018-05-11 04:30:00,2,7.133333333,13,11/05/2018 3:57,2.0,1.7270480000000004,8.9675
13/05/2018 22:40,8.0,rat_pick,2018-05-13 22:38:00,2018-05-13 22:40:00,118,1,1,5,2018-05-13 19:29:00,3.194166667,1,22,2018-05-13 22:40:00,3,5.1,16,13/05/2018 22:29,3.099320883,2.8789804422400005,3.1613889
14/05/2018 0:10,81.0,"380.6,321.1,550.6,477.5; 263.0,267.0,421.0,435.0",2018-05-14 00:10:00,2018-05-14 00:31:00,43,0,0,5,2018-05-13 19:29:00,4.696111111,1,0,2018-05-14 00:10:00,3,32.46666667,2,13/05/2018 23:59,3.0,2.5768613267200005,4.6841667
14/05/2018 1:24,26.0,bat,2018-05-14 01:16:00,2018-05-14 01:30:00,482,1,0,5,2018-05-13 19:29:00,5.929166667,1,1,2018-05-14 01:24:00,2,17.26666667,26,14/05/2018 0:59,3.0,2.35641688448,5.7952778
14/05/2018 3:36,14.0,fast,2018-05-14 03:34:00,2018-05-14 03:45:00,140,0,1,5,2018-05-13 19:29:00,8.131944444,1,3,2018-05-14 03:36:00,1,11.1,24,14/05/2018 3:29,3.0,1.9005377689600003,8.0930556
14/05/2018 5:42,4.0,bat,2018-05-14 05:41:00,2018-05-14 05:43:00,11,1,0,5,2018-05-13 19:29:00,10.21861111,1,5,2018-05-14 05:42:00,2,3.883333333,6,14/05/2018 5:29,3.0,1.4794337689600003,10.2155556
17/05/2018 3:26,14.0,rat,2018-05-17 03:24:00,2018-05-17 03:26:00,111,1,0,5,2018-05-16 19:31:00,7.918055556,1,3,2018-05-17 03:26:00,1,2.1,42,17/05/2018 3:01,1.809384164,1.9413751155200003,7.8872222
17/05/2018 19:16,0.068724243,,2018-05-17 19:14:00,2018-05-17 19:16:00,121,0,0,5,2018-05-17 19:32:00,-0.261666667,1,19,2018-05-17 19:16:00,2,9.2,15,17/05/2018 19:02,3.721311475,3.56478311552,-0.2952778
17/05/2018 22:46,9.0,rat,2018-05-17 22:41:00,2018-05-17 22:48:00,252,1,0,5,2018-05-17 19:32:00,3.235833333,1,22,2018-05-17 22:46:00,1,6.433333333,30,17/05/2018 22:32,2.241935484,2.8780986732800002,3.1658333
17/05/2018 22:46,1.0,fast,2018-05-17 22:41:00,2018-05-17 22:48:00,247,0,1,5,2018-05-17 19:32:00,3.234444444,1,22,2018-05-17 22:46:00,1,6.433333333,30,17/05/2018 22:32,2.241935484,2.8780986732800002,3.1658333
17/05/2018 22:48,4.0,rat_pick,2018-05-17 22:41:00,2018-05-17 22:48:00,383,1,1,5,2018-05-17 19:32:00,3.272222222,1,22,2018-05-17 22:48:00,1,6.433333333,30,17/05/2018 22:32,2.241935484,2.8780986732800002,3.1658333
17/05/2018 23:49,3.0,bat_and_rat,2018-05-17 23:49:00,2018-05-17 23:58:00,28,1,0,5,2018-05-17 19:32:00,4.299166667,1,23,2018-05-17 23:49:00,1,8.983333333,28,17/05/2018 23:32,2.0,2.65478844224,4.2913889
17/05/2018 23:50,1.0,rat,2018-05-17 23:49:00,2018-05-17 23:58:00,54,1,0,5,2018-05-17 19:32:00,4.306388889,1,23,2018-05-17 23:50:00,1,8.983333333,28,17/05/2018 23:32,2.0,2.65478844224,4.2913889
17/05/2018 23:55,11.0,rat_bat,2018-05-17 23:49:00,2018-05-17 23:58:00,348,1,0,5,2018-05-17 19:32:00,4.388055556,1,23,2018-05-17 23:55:00,1,8.983333333,28,17/05/2018 23:32,2.0,2.65478844224,4.2913889
17/05/2018 23:55,34.0,rat,2018-05-17 23:49:00,2018-05-17 23:58:00,378,1,0,5,2018-05-17 19:32:00,4.396388889,1,23,2018-05-17 23:55:00,1,8.983333333,28,17/05/2018 23:32,2.0,2.65478844224,4.2913889
17/05/2018 23:58,16.0,rat_pick,2018-05-17 23:49:00,2018-05-17 23:58:00,529,1,1,5,2018-05-17 19:32:00,4.438333333,1,23,2018-05-17 23:58:00,1,8.983333333,28,17/05/2018 23:32,2.0,2.65478844224,4.2913889
18/05/2018 5:04,1.0,,2018-05-18 05:03:00,2018-05-18 05:04:00,23,0,0,5,2018-05-17 19:32:00,9.5375,1,5,2018-05-18 05:04:00,1,1.033333333,11,18/05/2018 5:02,0.782608696,1.6152275577600002,9.5311111
19/05/2018 22:08,31.0,rat_pick,2018-05-19 22:06:00,2018-05-19 22:08:00,126,1,1,5,2018-05-19 19:33:00,2.593888889,1,22,2018-05-19 22:08:00,1,2.283333333,29,19/05/2018 22:03,3.0,2.99851644224,2.5588889
20/05/2018 2:50,16.0,,2018-05-20 02:48:00,2018-05-20 02:51:00,151,0,0,5,2018-05-19 19:33:00,7.299722222,1,2,2018-05-20 02:50:00,1,2.566666667,17,20/05/2018 2:33,2.0,2.0662568844800004,7.2577778
20/05/2018 21:52,8.0,rat,2018-05-20 21:42:00,2018-05-20 22:11:00,624,1,0,5,2018-05-20 19:34:00,2.311111111,1,21,2018-05-20 21:52:00,1,21.73333333,10,20/05/2018 21:34,3.0,3.0820648844800003,2.1377778
21/05/2018 0:49,1.0,,2018-05-21 00:48:00,2018-05-21 00:57:00,21,0,0,5,2018-05-20 19:34:00,5.253333333,1,0,2018-05-21 00:49:00,1,8.966666667,17,21/05/2018 0:34,2.0,2.4650960000000004,5.2475
21/05/2018 0:53,34.0,fight_rat,2018-05-21 00:48:00,2018-05-21 00:57:00,300,1,0,5,2018-05-20 19:34:00,5.330833333,1,0,2018-05-21 00:53:00,1,8.966666667,17,21/05/2018 0:34,2.0,2.4650960000000004,5.2475
21/05/2018 0:56,35.0,rat_pick,2018-05-21 00:48:00,2018-05-21 00:57:00,455,1,1,5,2018-05-20 19:34:00,5.373888889,1,0,2018-05-21 00:56:00,1,8.966666667,17,21/05/2018 0:34,2.0,2.4650960000000004,5.2475
21/05/2018 2:54,26.0,rat_pick,2018-05-21 02:49:00,2018-05-21 02:57:00,271,1,1,5,2018-05-20 19:34:00,7.338888889,1,2,2018-05-21 02:54:00,1,7.766666667,21,21/05/2018 2:34,2.0,2.06509955776,7.2636111
21/05/2018 2:54,7.0,,2018-05-21 02:49:00,2018-05-21 02:57:00,306,0,0,5,2018-05-20 19:34:00,7.348611111,1,2,2018-05-21 02:54:00,1,7.766666667,21,21/05/2018 2:34,2.0,2.06509955776,7.2636111
21/05/2018 2:57,43.0,rat_bat_fight,2018-05-21 02:49:00,2018-05-21 02:57:00,455,1,0,5,2018-05-20 19:34:00,7.39,1,2,2018-05-21 02:57:00,1,7.766666667,21,21/05/2018 2:34,2.0,2.06509955776,7.2636111
21/05/2018 23:09,0.062303811,,2018-05-21 23:09:00,2018-05-21 23:09:00,15,0,0,5,2018-05-21 19:35:00,3.574166667,1,23,2018-05-21 23:09:00,2,3.616666667,41,21/05/2018 23:05,2.0,2.797912,3.57
21/05/2018 23:19,83.0,bat_pick,2018-05-21 23:17:00,2018-05-21 23:20:00,116,1,1,5,2018-05-21 19:35:00,3.736111111,1,23,2018-05-21 23:19:00,2,3.616666667,41,21/05/2018 23:05,2.0,2.7713484422400003,3.7038889
31/05/2018 23:34,41.0,,2018-05-31 23:31:00,2018-05-31 23:34:00,133,0,0,5,2018-05-31 19:41:00,3.885833333,1,23,2018-05-31 23:34:00,1,2.283333333,39,31/05/2018 23:11,3.0,2.7425804422400004,3.8488889
